CNPJ_CIA;DENOM_CIA;DT_REFER;CD_CVM;ID_DOC;VERSAO;stock.type;stock.class;qtd.issue
22.163.297/0001-49;CONCESSION;2021-01-01;24139;105950;2;ON;0;0
22.163.297/0001-49;CONCESSION;2021-01-01;24139;105950;2;PN;0;0
22.266.175/0001-88;FERTILIZANTES HERINGER S.A. - EM RECUPERA;2021-01-01;20621;105201;1;ON;0;53857282.6444786
22.266.175/0001-88;FERTILIZANTES HERINGER S.A.;2021-01-01;20621;105201;1;ON;0;53857282.6444786
22.266.175/0001-88;FERTILIZANTES HERINGER S.A. - EM RECUPERA;2021-01-01;20621;105201;1;PN;0;0
22.266.175/0001-88;FERTILIZANTES HERINGER S.A.;2021-01-01;20621;105201;1;PN;0;0
22.495.265/0001-40;SENECA COMPANHIA SECURITIZADORA;2021-01-01;23698;105159;1;ON;0;0
22.495.265/0001-40;SENECA COMPANHIA SECURITIZADORA;2021-01-01;23698;105159;1;PN;0;0
22.543.331/0001-00;CAIXA SEGURIDADE PARTICIPA;2021-01-01;23795;105988;5;ON;0;3e+09
22.543.331/0001-00;CAIXA SEGURIDADE PARTICIPA;2021-01-01;23795;105988;5;PN;0;0
22.677.520/0001-76;CIA TECIDOS NORTE DE MINAS COTEMINAS;2021-01-01;3158;104770;1;ON;0;13913101.8518519
22.677.520/0001-76;CIA TECIDOS NORTE DE MINAS COTEMINAS;2021-01-01;3158;104770;1;PN;0;16724057.0762959
23.096.269/0001-19;NA;2021-01-01;NA;105956;2;ON;0;7015027713.77138
23.096.269/0001-19;NA;2021-01-01;NA;105956;2;PN;0;0
23.236.821/0001-27;NA;2021-01-01;NA;105482;1;ON;0;0
23.236.821/0001-27;NA;2021-01-01;NA;105482;1;PN;0;0
23.373.000/0001-32;VAMOS LOCA;2021-01-01;24716;105366;1;ON;0;228102181.818182
23.373.000/0001-32;VAMOS LOCA;2021-01-01;24716;105366;1;PN;0;0
23.438.929/0001-00;NA;2021-01-01;NA;105493;1;ON;0;0
23.438.929/0001-00;NA;2021-01-01;NA;105493;1;PN;0;0
24.230.275/0001-80;NA;2021-01-01;NA;106009;2;ON;0;204253099.904618
24.230.275/0001-80;NA;2021-01-01;NA;106009;2;PN;0;0
24.396.489/0001-20;BRK AMBIENTAL PARTICIPA;2021-01-01;24830;105571;1;ON;0;2646299063.33333
24.396.489/0001-20;BRK AMBIENTAL PARTICIPA;2021-01-01;24830;105571;1;PN;0;0
24.624.490/0001-65;ARGO TRANSMISS;2021-01-01;24210;105454;1;ON;0;5e+08
24.624.490/0001-65;ARGO TRANSMISS;2021-01-01;24210;105454;1;PN;0;0
24.624.551/0001-94;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPA;2021-01-01;24120;105447;1;ON;0;0
24.624.551/0001-94;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPA;2021-01-01;24120;105447;1;PN;0;0
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2021-01-01;15300;105682;1;ON;0;1189412364.6272
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2021-01-01;15300;105682;1;PN;0;1189412340.94211
24.990.777/0001-09;NA;2021-01-01;NA;105500;1;ON;0;2209296014.28571
24.990.777/0001-09;NA;2021-01-01;NA;105500;1;PN;0;0
25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2021-01-01;23990;104853;1;ON;0;0
25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2021-01-01;23990;104853;1;PN;0;0
25.089.509/0001-83;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;2021-01-01;23809;105380;1;ON;0;0
25.089.509/0001-83;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;2021-01-01;23809;105380;1;PN;0;5e+05
25.249.439/0001-83;NA;2021-01-01;NA;103214;2;ON;0;0
25.249.439/0001-83;NA;2021-01-01;NA;103214;2;PN;0;0
26.462.693/0001-28;NA;2021-01-01;NA;105864;2;ON;0;214626760.530924
26.462.693/0001-28;NA;2021-01-01;NA;105864;2;PN;0;0
26.609.050/0001-64;TRAVESSIA SECURITIZADORA S/A;2021-01-01;24082;105181;1;ON;0;0
26.609.050/0001-64;TRAVESSIA SECURITIZADORA S/A;2021-01-01;24082;105181;1;PN;0;0
26.659.061/0001-59;NA;2021-01-01;NA;105135;1;ON;0;244235564.758821
26.659.061/0001-59;NA;2021-01-01;NA;105135;1;PN;0;0
26.664.057/0001-89;ENTREVIAS CONCESSION;2021-01-01;24341;104830;1;ON;0;580628065
26.664.057/0001-89;ENTREVIAS CONCESSION;2021-01-01;24341;104830;1;PN;0;0
26.735.020/0001-02;NA;2021-01-01;NA;105401;1;ON;0;89654070.6444314
26.735.020/0001-02;NA;2021-01-01;NA;105401;1;PN;0;0
26.845.702/0001-60;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2021-01-01;24457;105604;1;ON;0;0
26.845.702/0001-60;EQUATORIAL TRANSMISSORA 7 SPE S.A.;2021-01-01;24457;105604;1;PN;0;0
27.093.558/0001-15;MILLS ESTRUTURAS E SERVI;2021-01-01;22012;105096;1;ON;0;252168874.76571
27.093.558/0001-15;MILLS ESTRUTURAS E SERVI;2021-01-01;22012;105096;1;PN;0;0
27.137.879/0001-74;COMPANHIA SECURITIZADORA DE CR;2021-01-01;24147;104887;1;ON;0;0
27.137.879/0001-74;COMPANHIA SECURITIZADORA DE CR;2021-01-01;24147;104887;1;PN;0;0
27.157.474/0001-06;NA;2021-01-01;NA;104915;1;ON;0;0
27.157.474/0001-06;NA;2021-01-01;NA;104915;1;PN;0;0
27.956.690/0001-03;FELCAR  SECURITIZADORA S/A;2021-01-01;24333;105019;1;ON;0;0
27.956.690/0001-03;FELCAR  SECURITIZADORA S/A;2021-01-01;24333;105019;1;PN;0;0
27.967.244/0001-02;EQUATORIAL TRANSMISSORA 8 SPE S.A.;2021-01-01;24481;105610;1;ON;0;0
27.967.244/0001-02;EQUATORIAL TRANSMISSORA 8 SPE S.A.;2021-01-01;24481;105610;1;PN;0;0
28.019.100/0001-89;NA;2021-01-01;NA;105218;1;ON;0;0
28.019.100/0001-89;NA;2021-01-01;NA;105218;1;PN;0;0
28.127.603/0001-78;BANESTES S.A. - BCO EST ESPIRITO SANTO;2021-01-01;1155;105205;1;ON;0;231329278.703866
28.127.603/0001-78;BANESTES S.A. - BCO EST ESPIRITO SANTO;2021-01-01;1155;105205;1;PN;0;84583590.9911415
28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUI;2021-01-01;15342;105892;2;ON;0;5876012
28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUI;2021-01-01;15342;105892;2;PN;0;0
28.195.667/0001-06;BCO ABC BRASIL S.A.;2021-01-01;20958;105032;1;ON;0;0
28.195.667/0001-06;BCO ABC BRASIL S.A.;2021-01-01;20958;105032;1;PN;0;112644643.31776
28.201.130/0001-01;ENERGISA TRANSMISS;2021-01-01;24589;106037;2;ON;0;0
28.201.130/0001-01;ENERGISA TRANSMISS;2021-01-01;24589;106037;2;PN;0;0
28.442.718/0001-57;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CR;2021-01-01;24368;105480;1;ON;0;0
28.442.718/0001-57;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CR;2021-01-01;24368;105480;1;PN;0;0
28.925.264/0001-75;COMPANHIA ENERG;2021-01-01;24422;105234;1;ON;0;0
28.925.264/0001-75;COMPANHIA ENERG;2021-01-01;24422;105234;1;PN;0;0
28.942.127/0001-49;COMPANHIA ENERG;2021-01-01;24430;105236;1;ON;0;0
28.942.127/0001-49;COMPANHIA ENERG;2021-01-01;24430;105236;1;PN;0;0
29.088.092/0001-95;ROMAXIS SECURITIZADORA S.A.;2021-01-01;24686;105532;1;ON;0;0
29.088.092/0001-95;ROMAXIS SECURITIZADORA S.A.;2021-01-01;24686;105532;1;PN;0;0
29.780.061/0001-09;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;13781;105479;1;ON;0;57737319.4556428
29.780.061/0001-09;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;2021-01-01;13781;105479;1;PN;0;0
29.894.663/0001-89;CONSIGNADOS I COMPANHIA SECURITIZADORA CR;2021-01-01;24899;105117;1;ON;0;17100
29.894.663/0001-89;CONSIGNADOS I COMPANHIA SECURITIZADORA CR;2021-01-01;24899;105117;1;PN;0;0
29.950.060/0001-57;NORTEC QU;2021-01-01;22985;104909;1;ON;0;0
29.950.060/0001-57;NORTEC QU;2021-01-01;22985;104909;1;PN;0;0
29.978.814/0001-87;SUL AMERICA S.A.;2021-01-01;21121;105815;2;ON;0;640341532.839922
29.978.814/0001-87;SUL AMERICA S.A.;2021-01-01;21121;105815;2;PN;0;637192282.794721
30.213.493/0001-09;NA;2021-01-01;NA;104126;2;ON;0;0
30.213.493/0001-09;NA;2021-01-01;NA;104126;2;PN;0;0
30.219.233/0001-40;COMPANHIA SECURITIZADORA DE CR;2021-01-01;24511;104892;1;ON;0;0
30.219.233/0001-40;COMPANHIA SECURITIZADORA DE CR;2021-01-01;24511;104892;1;PN;0;0
30.306.294/0001-45;BCO BTG PACTUAL S.A.;2021-01-01;22616;105850;5;ON;0;1961109952.1934
30.306.294/0001-45;BCO BTG PACTUAL S.A.;2021-01-01;22616;105850;5;PN;0;1067704530.96818
30.418.658/0001-89;COMPANHIA SECURITIZADORA DE CR;2021-01-01;24520;105017;1;ON;0;0
30.418.658/0001-89;COMPANHIA SECURITIZADORA DE CR;2021-01-01;24520;105017;1;PN;0;0
30.540.991/0001-66;HAGA S.A. INDUSTRIA E COMERCIO;2021-01-01;13366;103566;2;ON;0;3966667.02718299
30.540.991/0001-66;HAGA S.A. INDUSTRIA E COMERCIO;2021-01-01;13366;103566;2;PN;0;7933333.06660292
30.545.324/0001-76;NA;2021-12-31;NA;105179;1;ON;0;0
30.545.324/0001-76;NA;2021-12-31;NA;105179;1;PN;0;0
30.723.886/0001-62;NA;2021-01-01;NA;103334;2;ON;0;412570150.605281
30.723.886/0001-62;NA;2021-01-01;NA;103334;2;PN;0;291632957.858997
30.788.149/0001-48;GUARDIAN COMPANHIA SECURITIZADORA;2021-01-01;24562;104985;1;ON;0;0
30.788.149/0001-48;GUARDIAN COMPANHIA SECURITIZADORA;2021-01-01;24562;104985;1;PN;0;0
31.001.230/0001-07;CELEO REDES TRANSMISS;2021-01-01;24597;105083;1;ON;0;0
31.001.230/0001-07;CELEO REDES TRANSMISS;2021-01-01;24597;105083;1;PN;0;0
31.468.139/0001-98;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;2021-01-01;24643;104692;1;ON;0;20000
31.468.139/0001-98;CASA DE PEDRA SECURITIZADORA DE CREDITO S/A;2021-01-01;24643;104692;1;PN;0;0
31.553.627/0001-01;NA;2021-01-01;NA;105535;1;ON;0;106479264.49449
31.553.627/0001-01;NA;2021-01-01;NA;105535;1;PN;0;0
31.701.408/0001-14;NA;2021-01-01;NA;103908;2;ON;0;419538237.200259
31.701.408/0001-14;NA;2021-01-01;NA;103908;2;PN;0;0
31.907.982/0001-23;FILAD;2021-01-01;24732;105014;1;ON;0;0
31.907.982/0001-23;FILAD;2021-01-01;24732;105014;1;PN;0;0
32.161.500/0001-00;NA;2021-01-01;NA;105169;1;ON;0;0
32.161.500/0001-00;NA;2021-01-01;NA;105169;1;PN;0;0
32.372.085/0001-25;COBUCCIO SECURITIZADORA DE CR;2021-01-01;24724;105355;1;ON;0;0
32.372.085/0001-25;COBUCCIO SECURITIZADORA DE CR;2021-01-01;24724;105355;1;PN;0;0
32.681.371/0001-72;VIX LOG;2021-01-01;21202;105123;1;ON;0;84708037.2250423
32.681.371/0001-72;VIX LOG;2021-01-01;21202;105123;1;PN;0;0
32.770.457/0001-71;NA;2021-01-01;NA;105002;1;ON;0;0
32.770.457/0001-71;NA;2021-01-01;NA;105002;1;PN;0;0
32.785.497/0001-97;NATURA &CO HOLDING S.A.;2021-01-01;24783;105457;1;ON;0;1376648773.23177
32.785.497/0001-97;NATURA &CO HOLDING S.A.;2021-01-01;24783;105457;1;PN;0;0
33.000.167/0001-01;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;9512;105852;2;ON;0;7442454101.07067
33.000.167/0001-01;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;9512;105852;2;PN;0;5602042798.05512
33.014.556/0001-96;LOJAS AMERICANAS S.A.;2021-01-01;8087;105521;1;ON;0;659310926.793129
33.014.556/0001-96;LOJAS AMERICANAS S.A.;2021-01-01;8087;105521;1;PN;0;1225996799.48563
33.035.536/0001-00;JOAO FORTES ENGENHARIA S.A.;2021-01-01;7811;105210;1;ON;0;105203975.549887
33.035.536/0001-00;JOAO FORTES ENGENHARIA S.A.;2021-01-01;7811;105210;1;PN;0;0
33.040.601/0001-87;MERCANTIL BRASIL FINANC S.A. C.F.I.;2021-01-01;8540;105605;1;ON;0;10178447.5806452
33.040.601/0001-87;MERCANTIL BRASIL FINANC S.A. C.F.I.;2021-01-01;8540;105605;1;PN;0;7829122.67080745
33.041.260/0652-90;VIA VAREJO S.A.;2021-01-01;6505;105775;2;ON;0;1597354104.06413
33.041.260/0652-90;VIA VAREJO S.A.;2021-01-01;6505;105775;2;PN;0;0
33.042.730/0001-04;CIA SIDERURGICA NACIONAL;2021-01-01;4030;105989;2;ON;0;1387530325.28403
33.042.730/0001-04;CIA SIDERURGICA NACIONAL;2021-01-01;4030;105989;2;PN;0;0
33.050.071/0001-58;AMPLA ENERGIA E SERVICOS S.A.;2021-01-01;3050;105883;3;ON;0;166634312.973079
33.050.071/0001-58;AMPLA ENERGIA E SERVICOS S.A.;2021-01-01;3050;105883;3;PN;0;0
33.050.196/0001-88;CIA PAULISTA DE FORCA E LUZ;2021-01-01;3824;104861;1;ON;0;0
33.050.196/0001-88;CIA PAULISTA DE FORCA E LUZ;2021-01-01;3824;104861;1;PN;0;0
33.102.476/0001-92;MONTEIRO ARANHA S.A.;2021-01-01;8893;105619;1;ON;0;12250000
33.102.476/0001-92;MONTEIRO ARANHA S.A.;2021-01-01;8893;105619;1;PN;0;0
33.111.246/0001-90;TECNOSOLO ENGENHARIA S.A.;2021-01-01;11207;105779;1;ON;0;0
33.111.246/0001-90;TECNOSOLO ENGENHARIA S.A.;2021-01-01;11207;105779;1;PN;0;0
33.113.309/0001-47;VALID SOLU;2021-01-01;20028;105568;1;ON;0;78269230
33.113.309/0001-47;VALID SOLU;2021-01-01;20028;105568;1;PN;0;0
33.200.049/0001-47;HOTEIS OTHON S.A. - EM RECUPERA;2021-01-01;6700;104551;1;ON;0;10477918.9221322
33.200.049/0001-47;HOTEIS OTHON S.A. - EM RECUPERA;2021-01-01;6700;104551;1;PN;0;7894494.01680566
33.228.024/0001-51;WLM PART. E COM;2021-01-01;11070;105483;1;ON;0;16571048.8652627
33.228.024/0001-51;WLM PART. E COM;2021-01-01;11070;105483;1;PN;0;19843330.9361648
33.256.439/0001-39;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;18465;105139;1;ON;0;1115076646.12519
33.256.439/0001-39;ULTRAPAR PARTICIPACOES S.A.;2021-01-01;18465;105139;1;PN;0;0
33.352.394/0001-04;CIA ESTADUAL DE ;2021-01-01;16373;105970;2;ON;0;612500000
33.352.394/0001-04;CIA ESTADUAL DE ;2021-01-01;16373;105970;2;PN;0;0
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;2021-01-01;24180;105078;1;ON;0;1267889351.15044
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;2021-01-01;24180;105078;1;PN;0;0
33.386.210/0001-19;SONDOTECNICA ENGENHARIA SOLOS S.A.;2021-01-01;10880;105721;2;ON;0;856875
33.386.210/0001-19;SONDOTECNICA ENGENHARIA SOLOS S.A.;2021-01-01;10880;105721;2;PN;0;1601755.10204082
33.412.081/0001-96;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;9989;105331;1;ON;0;67691629.5481909
33.412.081/0001-96;REFINARIA DE PETROLEOS MANGUINHOS S.A.;2021-01-01;9989;105331;1;PN;0;0
33.453.598/0001-23;NA;2021-03-31;NA;105411;2;ON;0;0
33.453.598/0001-23;NA;2021-03-31;NA;105411;2;PN;0;0
33.467.572/0001-34;TEKNO S.A. - INDUSTRIA E COMERCIO;2021-01-01;11231;105085;1;ON;0;1587100.97073944
33.467.572/0001-34;TEKNO S.A. - INDUSTRIA E COMERCIO;2021-01-01;11231;105085;1;PN;0;1360708.97759846
33.541.368/0001-16;CIA HIDRO EL;2021-01-01;3328;105487;1;ON;0;0
33.541.368/0001-16;CIA HIDRO EL;2021-01-01;3328;105487;1;PN;0;1753814.19250264
33.592.510/0001-54;VALE S.A.;2021-01-01;4170;105772;3;ON;0;5284297872.8455
33.592.510/0001-54;VALE S.A.;2021-01-01;4170;105772;3;PN;0;0
33.611.500/0001-19;GERDAU S.A.;2021-01-01;3980;105953;2;ON;0;1113574920.63492
33.611.500/0001-19;GERDAU S.A.;2021-01-01;3980;105953;2;PN;0;1115670156.97792
33.679.797/0001-54;PJBANK SECURITIZADORA S.A.;2021-01-01;24791;105154;1;ON;0;0
33.679.797/0001-54;PJBANK SECURITIZADORA S.A.;2021-01-01;24791;105154;1;PN;0;0
33.839.910/0001-11;VIVARA PARTICIPA;2021-01-01;24805;106031;4;ON;0;236197768.450805
33.839.910/0001-11;VIVARA PARTICIPA;2021-01-01;24805;106031;4;PN;0;0
33.938.119/0001-69;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;2021-01-01;16616;105450;1;ON;0;238678333.333333
33.938.119/0001-69;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;2021-01-01;16616;105450;1;PN;0;0
33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;2021-01-01;11592;105975;3;ON;0;94432877.4048793
33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;2021-01-01;11592;105975;3;PN;0;94432872.1110382
34.169.557/0001-72;BCO MERCANTIL DE INVESTIMENTOS S.A.;2021-01-01;1309;105820;2;ON;0;4117192.1182266
34.169.557/0001-72;BCO MERCANTIL DE INVESTIMENTOS S.A.;2021-01-01;1309;105820;2;PN;0;710150.819672131
34.274.233/0001-02;PETROBRAS DISTRIBUIDORA S/A;2021-01-01;24295;106022;2;ON;0;1165000004.75162
34.274.233/0001-02;PETROBRAS DISTRIBUIDORA S/A;2021-01-01;24295;106022;2;PN;0;0
34.469.625/0001-19;NA;2021-01-01;NA;105042;1;ON;0;0
34.469.625/0001-19;NA;2021-01-01;NA;105042;1;PN;0;0
35.082.277/0001-95;NA;2021-01-01;NA;105186;2;ON;0;0
35.082.277/0001-95;NA;2021-01-01;NA;105186;2;PN;0;0
35.502.310/0001-99;NA;2021-01-01;NA;105594;1;ON;0;0
35.502.310/0001-99;NA;2021-01-01;NA;105594;1;PN;0;0
35.727.157/0001-06;NA;2021-01-01;NA;105431;1;ON;0;199999856.042611
35.727.157/0001-06;NA;2021-01-01;NA;105431;1;PN;0;0
35.791.391/0001-94;QUALITY SOFTWARE S.A.;2021-01-01;23302;105805;2;ON;0;0
35.791.391/0001-94;QUALITY SOFTWARE S.A.;2021-01-01;23302;105805;2;PN;0;0
36.243.187/0001-00;NA;2021-01-01;NA;103587;1;ON;0;0
36.243.187/0001-00;NA;2021-01-01;NA;103587;1;PN;0;0
36.542.025/0001-64;BRQ SOLUCOES EM INFORMATICA S.A.;2021-01-01;23817;105585;2;ON;0;0
36.542.025/0001-64;BRQ SOLUCOES EM INFORMATICA S.A.;2021-01-01;23817;105585;2;PN;0;0
37.368.315/0001-04;NA;2021-01-01;NA;105020;1;ON;0;0
37.368.315/0001-04;NA;2021-01-01;NA;105020;1;PN;0;0
37.592.100/0001-64;NA;2021-01-01;NA;105150;1;ON;0;0
37.592.100/0001-64;NA;2021-01-01;NA;105150;1;PN;0;0
37.663.076/0001-07;NA;2021-01-01;NA;105904;2;ON;0;399109745.437255
37.663.076/0001-07;NA;2021-01-01;NA;105904;2;PN;0;0
38.042.694/0001-00;NA;2021-01-01;NA;105461;1;ON;0;0
38.042.694/0001-00;NA;2021-01-01;NA;105461;1;PN;0;0
38.199.406/0001-18;NA;2021-01-01;NA;103151;2;ON;0;0
38.199.406/0001-18;NA;2021-01-01;NA;103151;2;PN;0;0
38.307.135/0001-77;NA;2021-01-01;NA;104205;2;ON;0;0
38.307.135/0001-77;NA;2021-01-01;NA;104205;2;PN;0;0
38.456.921/0001-36;NA;2021-01-01;NA;105909;7;ON;0;239684975.945761
38.456.921/0001-36;NA;2021-01-01;NA;105909;7;PN;0;0
39.115.514/0001-28;ALL - AM;2021-01-01;17850;105684;1;ON;0;0
39.115.514/0001-28;ALL - AM;2021-01-01;17850;105684;1;PN;0;0
39.393.829/0001-37;NA;2021-01-01;NA;105397;1;ON;0;0
39.393.829/0001-37;NA;2021-01-01;NA;105397;1;PN;0;0
40.159.947/0001-64;NA;2021-01-01;NA;105999;6;ON;0;0
40.159.947/0001-64;NA;2021-01-01;NA;105999;6;PN;0;0
42.150.391/0001-70;BRASKEM S.A.;2021-01-01;4820;105531;1;ON;0;451612211.336599
42.150.391/0001-70;BRASKEM S.A.;2021-01-01;4820;105531;1;PN;0;345548117.449271
42.278.291/0001-24;LOG-IN LOGISTICA INTERMODAL S.A.;2021-01-01;20710;105749;2;ON;0;105488166.526493
42.278.291/0001-24;LOG-IN LOGISTICA INTERMODAL S.A.;2021-01-01;20710;105749;2;PN;0;0
42.278.473/0001-03;WIZ SOLU;2021-01-01;23590;105077;1;ON;0;159907463.240601
42.278.473/0001-03;WIZ SOLU;2021-01-01;23590;105077;1;PN;0;0
42.331.462/0001-31;BATTISTELLA ADM PARTICIPACOES S.A.;2021-01-01;15458;105176;1;ON;0;14860576.7930615
42.331.462/0001-31;BATTISTELLA ADM PARTICIPACOES S.A.;2021-01-01;15458;105176;1;PN;0;0
42.771.949/0001-35;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;2021-01-01;24058;105810;2;ON;0;118291578.805082
42.771.949/0001-35;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;2021-01-01;24058;105810;2;PN;0;0
43.185.362/0001-07;IGB ELETR;2021-01-01;6815;105340;1;ON;0;12601579.1666667
43.185.362/0001-07;IGB ELETR;2021-01-01;6815;105340;1;PN;0;0
43.283.811/0001-50;NA;2021-01-01;NA;105333;1;ON;0;0
43.283.811/0001-50;NA;2021-01-01;NA;105333;1;PN;0;0
43.470.988/0001-65;EVEN CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;20524;105151;1;ON;0;211993572.475911
43.470.988/0001-65;EVEN CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;20524;105151;1;PN;0;0
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2021-01-01;14443;105654;1;ON;0;683509863.493805
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2021-01-01;14443;105654;1;PN;0;0
45.242.914/0001-05;C&A MODAS S.A.;2021-01-01;24848;105961;2;ON;0;308245067.417378
45.242.914/0001-05;C&A MODAS S.A.;2021-01-01;24848;105961;2;PN;0;0
45.365.558/0001-09;NA;2021-01-01;NA;103168;2;ON;0;0
45.365.558/0001-09;NA;2021-01-01;NA;103168;2;PN;0;0
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;20346;105192;1;ON;0;123812774.686413
45.453.214/0001-51;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;2021-01-01;20346;105192;1;PN;0;0
45.987.245/0001-92;BAHEMA EDUCACAO S.A.;2021-01-01;701;106017;2;ON;0;2419061.36278078
45.987.245/0001-92;BAHEMA EDUCA;2021-01-01;701;106017;2;ON;0;2419061.36278078
45.987.245/0001-92;BAHEMA EDUCACAO S.A.;2021-01-01;701;106017;2;PN;0;0
45.987.245/0001-92;BAHEMA EDUCA;2021-01-01;701;106017;2;PN;0;0
46.119.855/0001-37;SOC.DE ABASTEC.DE ;2021-01-01;16241;104900;2;ON;0;0
46.119.855/0001-37;SOC.DE ABASTEC.DE ;2021-01-01;16241;104900;2;PN;0;0
47.508.411/0001-56;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;14826;105877;2;ON;0;268353379.499017
47.508.411/0001-56;CIA BRASILEIRA DE DISTRIBUICAO;2021-01-01;14826;105877;2;PN;0;0
47.509.120/0001-82;BRADESCO LEASING S.A. ARREND MERCANTIL;2021-01-01;19640;105963;3;ON;0;0
47.509.120/0001-82;BRADESCO LEASING S.A. ARREND MERCANTIL;2021-01-01;19640;105963;3;PN;0;0
47.960.950/0001-21;MAGAZINE LUIZA S.A.;2021-01-01;22470;105494;1;ON;0;6498926795.69913
47.960.950/0001-21;MAGAZINE LUIZA S.A.;2021-01-01;22470;105494;1;PN;0;0
49.263.189/0001-02;HELBOR EMPREENDIMENTOS S.A.;2021-01-01;20877;105449;1;ON;0;133851070.81929
49.263.189/0001-02;HELBOR EMPREENDIMENTOS S.A.;2021-01-01;20877;105449;1;PN;0;0
49.669.856/0001-43;RESTOQUE COM;2021-01-01;21440;106018;2;ON;0;68848639.1382406
49.669.856/0001-43;RESTOQUE COM;2021-01-01;21440;106018;2;PN;0;0
50.564.053/0001-03;BOMBRIL S.A.;2021-01-01;12190;105554;1;ON;0;0
50.564.053/0001-03;BOMBRIL S.A.;2021-01-01;12190;105554;1;PN;0;122894401.747922
50.746.577/0001-15;COSAN S.A. INDUSTRIA E COMERCIO;2021-01-01;19836;105808;2;ON;0;468517732.278761
50.746.577/0001-15;COSAN S.A.;2021-01-01;19836;105808;2;ON;0;468517732.278761
50.746.577/0001-15;COSAN S.A. INDUSTRIA E COMERCIO;2021-01-01;19836;105808;2;PN;0;0
50.746.577/0001-15;COSAN S.A.;2021-01-01;19836;105808;2;PN;0;0
50.926.955/0001-42;NA;2021-01-01;NA;105045;1;ON;0;245724153.897402
50.926.955/0001-42;NA;2021-01-01;NA;105045;1;PN;0;0
51.128.999/0001-90;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2021-01-01;21334;105053;1;ON;0;127943.998003478
51.128.999/0001-90;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;2021-01-01;21334;105053;1;PN;0;0
51.218.147/0001-93;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2021-01-01;20494;105049;1;ON;0;176611578.537606
51.218.147/0001-93;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;2021-01-01;20494;105049;1;PN;0;0
51.466.860/0001-56;SAO MARTINHO S.A.;2021-03-31;20516;99090;2;ON;0;354011744.119278
51.466.860/0001-56;SAO MARTINHO S.A.;2021-03-31;20516;99090;2;PN;0;0
51.928.174/0001-50;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2021-01-01;13471;105255;2;ON;0;12427317.5
51.928.174/0001-50;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;2021-01-01;13471;105255;2;PN;0;0
52.548.435/0001-79;JSL S.A.;2021-01-01;22020;105632;1;ON;0;280031090.989399
52.548.435/0001-79;JSL S.A.;2021-01-01;22020;105632;1;PN;0;0
53.113.791/0001-22;TOTVS S.A.;2021-01-01;19992;105549;1;ON;0;577913184.334893
53.113.791/0001-22;TOTVS S.A.;2021-01-01;19992;105549;1;PN;0;0
56.444.250/0001-75;HAUSCENTER SA;2021-01-01;14850;104676;1;ON;0;2327
56.444.250/0001-75;HAUSCENTER SA;2021-01-01;14850;104676;1;PN;0;0
56.643.018/0001-66;EUCATEX S.A. INDUSTRIA E COMERCIO;2021-01-01;5770;105459;1;ON;0;31260361.4163614
56.643.018/0001-66;EUCATEX S.A. INDUSTRIA E COMERCIO;2021-01-01;5770;105459;1;PN;0;61362615.8723218
