"CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue","DENOM_CIA","CD_CVM","stock.class"
"16.922.038/0001-51",2021-01-01,105300,1,"ON",199447999.383453,NA,NA,0
"16.922.038/0001-51",2021-01-01,105300,1,"PN",0,NA,NA,0
"17.155.730/0001-64",2021-01-01,106032,3,"ON",566013320.416072,"CIA ENERGETICA DE MINAS GERAIS - CEMIG",2453,0
"17.155.730/0001-64",2021-01-01,106032,3,"PN",1127291240.38851,"CIA ENERGETICA DE MINAS GERAIS - CEMIG",2453,0
"17.161.241/0001-15",2021-01-01,103287,1,"ON",22419.5804195804,"MINASMAQUINAS S.A.",8818,0
"17.161.241/0001-15",2021-01-01,103287,1,"PN",22421.9653179191,"MINASMAQUINAS S.A.",8818,0
"17.162.082/0001-73",2021-01-01,104557,1,"ON",10309404.6410696,"MENDES JUNIOR ENGENHARIA S.A.",4782,0
"17.162.082/0001-73",2021-01-01,104557,1,"PN",10309387.1362854,"MENDES JUNIOR ENGENHARIA S.A.",4782,0
"17.167.396/0001-69",2021-01-01,105233,1,"ON",46011635.2881968,"ALFA HOLDINGS S.A.",9954,0
"17.167.396/0001-69",2021-01-01,105233,1,"PN",38670637.1296972,"ALFA HOLDINGS S.A.",9954,0
"17.167.412/0001-13",2021-01-01,106039,3,"ON",58736271.1768188,"FINANCEIRA ALFA S.A.- CRED FINANC E INVS",3891,0
"17.167.412/0001-13",2021-01-01,106039,3,"PN",44206287.3772746,"FINANCEIRA ALFA S.A.- CRED FINANC E INVS",3891,0
"17.184.037/0001-10",2021-01-01,105844,2,"ON",32575671.3307532,"BCO MERCANTIL DO BRASIL S.A.",1325,0
"17.184.037/0001-10",2021-01-01,105844,2,"PN",19837345.971564,"BCO MERCANTIL DO BRASIL S.A.",1325,0
"17.193.806/0001-46",2021-01-01,105232,1,"ON",40394930.811085,"CONSORCIO ALFA DE ADMINISTRACAO S.A.",4707,0
"17.193.806/0001-46",2021-01-01,105232,1,"PN",33251455.9329623,"CONSORCIO ALFA DE ADMINISTRACAO S.A.",4707,0
"17.234.244/0001-31",2021-01-01,104990,1,"ON",550871212,"FTL - FERROVIA TRANSNORDESTINA LOGÃSTICA S.A.",23370,0
"17.234.244/0001-31",2021-01-01,104990,1,"PN",0,"FTL - FERROVIA TRANSNORDESTINA LOGÃSTICA S.A.",23370,0
"17.245.234/0001-00",2021-01-01,104910,1,"ON",5707219.76808393,"CIA FIACAO TECIDOS CEDRO CACHOEIRA",3077,0
"17.245.234/0001-00",2021-01-01,104910,1,"PN",4293023.81223653,"CIA FIACAO TECIDOS CEDRO CACHOEIRA",3077,0
"17.281.106/0001-03",2021-01-01,105978,4,"ON",380253072.435671,"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG",19445,0
"17.281.106/0001-03",2021-01-01,105978,4,"PN",0,"CIA SANEAMENTO DE MINAS GERAIS-COPASA MG",19445,0
"17.314.329/0001-20",2021-01-01,105862,2,"ON",286369529.877129,"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.",23574,0
"17.314.329/0001-20",2021-01-01,105862,2,"PN",0,"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.",23574,0
"17.344.597/0001-94",2021-01-01,106036,2,"ON",2000028861.55862,"BB SEGURIDADE PARTICIPAÃ‡Ã•ES S.A.",23159,0
"17.344.597/0001-94",2021-01-01,106036,2,"PN",0,"BB SEGURIDADE PARTICIPAÃ‡Ã•ES S.A.",23159,0
"18.174.270/0001-84",2021-01-01,105879,7,"ON",130893273.821075,NA,NA,0
"18.174.270/0001-84",2021-01-01,105879,7,"PN",0,NA,NA,0
"18.328.118/0001-09",2021-01-01,105525,1,"ON",393992474.118347,NA,NA,0
"18.328.118/0001-09",2021-01-01,105525,1,"PN",0,NA,NA,0
"18.483.666/0001-03",2021-01-01,105972,3,"ON",0,NA,NA,0
"18.483.666/0001-03",2021-01-01,105972,3,"PN",0,NA,NA,0
"18.494.485/0001-82",2021-01-01,105102,1,"ON",0,"PORTO SUDESTE V.M. S.A.",23523,0
"18.494.485/0001-82",2021-01-01,105102,1,"PN",0,"PORTO SUDESTE V.M. S.A.",23523,0
"18.572.225/0001-88",2021-01-01,105428,1,"ON",3.8e+08,"CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL SA",23868,0
"18.572.225/0001-88",2021-01-01,105428,1,"PN",0,"CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL SA",23868,0
"18.593.815/0001-97",2021-01-01,105839,3,"ON",38730101.6776818,"PRINER SERVIÃ‡OS INDUSTRIAIS S.A.",24236,0
"18.593.815/0001-97",2021-01-01,105839,3,"PN",0,"PRINER SERVIÃ‡OS INDUSTRIAIS S.A.",24236,0
"19.208.022/0001-70",2021-01-01,105951,2,"ON",0,"CONCESSIONÃRIA DE RODOVIAS MINAS GERAIS GOIÃS S.A.",23884,0
"19.208.022/0001-70",2021-01-01,105951,2,"PN",0,"CONCESSIONÃRIA DE RODOVIAS MINAS GERAIS GOIÃS S.A.",23884,0
"19.276.528/0001-16",2021-01-01,105453,1,"ON",0,"BCBF PARTICIPAÃ‡Ã•ES S.A.",24775,0
"19.276.528/0001-16",2021-01-01,105453,1,"PN",0,"BCBF PARTICIPAÃ‡Ã•ES S.A.",24775,0
"19.296.342/0001-29",2021-01-01,105980,2,"ON",0,"MGI - MINAS GERAIS PARTICIPAÃ‡Ã•ES S.A.",22942,0
"19.296.342/0001-29",2021-01-01,105980,2,"PN",0,"MGI - MINAS GERAIS PARTICIPAÃ‡Ã•ES S.A.",22942,0
"19.378.769/0001-76",2021-01-01,105143,1,"ON",130978697.293896,"INSTITUTO HERMES PARDINI S.A.",24090,0
"19.378.769/0001-76",2021-01-01,105143,1,"PN",0,"INSTITUTO HERMES PARDINI S.A.",24090,0
"19.403.252/0001-90",2021-01-01,104690,2,"ON",0,NA,NA,0
"19.403.252/0001-90",2021-01-01,104690,2,"PN",0,NA,NA,0
"19.521.322/0001-04",2021-01-01,105543,1,"ON",0,"CONCESSIONÃRIA ROTA DO OESTE S.A.",23922,0
"19.521.322/0001-04",2021-01-01,105543,1,"PN",0,"CONCESSIONÃRIA ROTA DO OESTE S.A.",23922,0
"19.526.748/0001-50",2021-01-01,104905,1,"ON",144198.206275092,"CIA INDUSTRIAL CATAGUASES",3395,0
"19.526.748/0001-50",2021-01-01,104905,1,"PN",1108.99873257288,"CIA INDUSTRIAL CATAGUASES",3395,0
"19.527.586/0001-75",2021-01-01,105339,1,"ON",0,"COMPANHIA ENERGÃ‰TICA SINOP S/A",24155,0
"19.527.586/0001-75",2021-01-01,105339,1,"PN",0,"COMPANHIA ENERGÃ‰TICA SINOP S/A",24155,0
"19.527.639/0001-58",2021-01-01,105995,2,"ON",0,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A",3271,0
"19.527.639/0001-58",2021-01-01,105995,2,"PN",0,"ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A",3271,0
"19.642.306/0001-70",2021-01-01,105305,1,"ON",0,"CONCESSIONÃRIA DE RODOVIA SUL-MATOGROSSENSE S.A.",23833,0
"19.642.306/0001-70",2021-01-01,105305,1,"PN",0,"CONCESSIONÃRIA DE RODOVIA SUL-MATOGROSSENSE S.A.",23833,0
"19.726.048/0001-00",2021-01-01,105506,1,"ON",0,"CONCESSIONÃRIA BR-040 S.A.",23892,0
"19.726.048/0001-00",2021-01-01,105506,1,"PN",0,"CONCESSIONÃRIA BR-040 S.A.",23892,0
"19.851.496/0001-35",2021-01-01,104807,1,"ON",0,"LOGOS COMPANHIA SECURITIZADORA S/A",23477,0
"19.851.496/0001-35",2021-01-01,104807,1,"PN",0,"LOGOS COMPANHIA SECURITIZADORA S/A",23477,0
"19.853.511/0001-84",2021-01-01,105225,1,"ON",615241537.390509,"NOTRE DAME INTERMÃ‰DICA PARTICIPAÃ‡Ã•ES S.A.",24384,0
"19.853.511/0001-84",2021-01-01,105225,1,"PN",0,"NOTRE DAME INTERMÃ‰DICA PARTICIPAÃ‡Ã•ES S.A.",24384,0
"20.247.322/0001-47",2021-01-01,105849,5,"ON",90981569.3084938,NA,NA,0
"20.247.322/0001-47",2021-01-01,105849,5,"PN",0,NA,NA,0
"20.258.278/0001-70",2021-01-01,102931,1,"ON",53952946.6941203,"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.",23507,0
"20.258.278/0001-70",2021-01-01,102931,1,"PN",0,"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.",23507,0
"20.451.953/0001-83",2021-01-01,103743,1,"ON",501000,"REAG SECURITIES - SECURITIZADORA DE CRÃ‰DITOS  S/A",23760,0
"20.451.953/0001-83",2021-01-01,103743,1,"PN",0,"REAG SECURITIES - SECURITIZADORA DE CRÃ‰DITOS  S/A",23760,0
"20.646.442/0001-17",2021-01-01,104688,1,"ON",0,"GAIA CRED SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS S/A.",24040,0
"20.646.442/0001-17",2021-01-01,104688,1,"PN",0,"GAIA CRED SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS S/A.",24040,0
"21.240.146/0001-84",2021-01-01,105426,1,"ON",0,NA,NA,0
"21.240.146/0001-84",2021-01-01,105426,1,"PN",0,NA,NA,0
"21.255.567/0001-89",2021-01-01,104767,1,"ON",38060197.5850713,"CIA TECIDOS SANTANENSE",4081,0
"21.255.567/0001-89",2021-01-01,104767,1,"PN",73281406.6016504,"CIA TECIDOS SANTANENSE",4081,0
"21.262.638/0001-70",2021-01-01,104858,1,"ON",0,"ENCALSO PARTICIPAÃ‡Ã•ES EM CONCESSÃ•ES S/A",23701,0
"21.262.638/0001-70",2021-01-01,104858,1,"PN",0,"ENCALSO PARTICIPAÃ‡Ã•ES EM CONCESSÃ•ES S/A",23701,0
"21.314.559/0001-66",2021-01-01,106004,2,"ON",299194056.053812,"MOVIDA PARTICIPACOES SA",23825,0
"21.314.559/0001-66",2021-01-01,106004,2,"PN",0,"MOVIDA PARTICIPACOES SA",23825,0
"21.389.501/0001-81",2021-01-01,105400,1,"ON",0,NA,NA,0
"21.389.501/0001-81",2021-01-01,105400,1,"PN",0,NA,NA,0
"21.414.457/0001-12",2021-01-01,105214,1,"ON",0,"LEADS CIA. SECURITIZADORA",23558,0
"21.414.457/0001-12",2021-01-01,105214,1,"PN",0,"LEADS CIA. SECURITIZADORA",23558,0
"21.610.416/0001-00",2021-01-01,105037,1,"ON",0,"FORTUNATO SECURITIZADORA S/A",23566,0
"21.610.416/0001-00",2021-01-01,105037,1,"PN",0,"FORTUNATO SECURITIZADORA S/A",23566,0
"21.948.105/0001-47",2021-01-01,105489,1,"ON",0,"BTGI QUARTZO PARTICIPAÃ‡Ã•ES S/A",23850,0
"21.948.105/0001-47",2021-01-01,105489,1,"PN",0,"BTGI QUARTZO PARTICIPAÃ‡Ã•ES S/A",23850,0
"21.976.484/0001-89",2021-01-01,104862,1,"ON",0,"RUGE SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS S.A.",24538,0
"21.976.484/0001-89",2021-01-01,104862,1,"PN",0,"RUGE SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS S.A.",24538,0
"21.976.510/0001-79",2021-01-01,105492,1,"ON",0,"BTGI SAFIRA PARTICIPAÃ‡Ã•ES S/A",23841,0
"21.976.510/0001-79",2021-01-01,105492,1,"PN",0,"BTGI SAFIRA PARTICIPAÃ‡Ã•ES S/A",23841,0
"22.163.297/0001-49",2021-01-01,105950,2,"ON",0,"CONCESSIONÃRIA PONTE RIO-NITERÃ“I S.A. - ECOPONTE",24139,0
"22.163.297/0001-49",2021-01-01,105950,2,"PN",0,"CONCESSIONÃRIA PONTE RIO-NITERÃ“I S.A. - ECOPONTE",24139,0
"22.266.175/0001-88",2021-01-01,105201,1,"ON",53857282.6444786,"FERTILIZANTES HERINGER S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",20621,0
"22.266.175/0001-88",2021-01-01,105201,1,"ON",53857282.6444786,"FERTILIZANTES HERINGER S.A.",20621,0
"22.266.175/0001-88",2021-01-01,105201,1,"PN",0,"FERTILIZANTES HERINGER S.A. - EM RECUPERAÃ‡ÃƒO JUDICIAL",20621,0
"22.266.175/0001-88",2021-01-01,105201,1,"PN",0,"FERTILIZANTES HERINGER S.A.",20621,0
"22.495.265/0001-40",2021-01-01,105159,1,"ON",0,"SENECA COMPANHIA SECURITIZADORA",23698,0
"22.495.265/0001-40",2021-01-01,105159,1,"PN",0,"SENECA COMPANHIA SECURITIZADORA",23698,0
"22.543.331/0001-00",2021-01-01,105988,5,"ON",3e+09,"CAIXA SEGURIDADE PARTICIPAÃ‡Ã•ES S.A.",23795,0
"22.543.331/0001-00",2021-01-01,105988,5,"PN",0,"CAIXA SEGURIDADE PARTICIPAÃ‡Ã•ES S.A.",23795,0
"22.677.520/0001-76",2021-01-01,104770,1,"ON",13913101.8518519,"CIA TECIDOS NORTE DE MINAS COTEMINAS",3158,0
"22.677.520/0001-76",2021-01-01,104770,1,"PN",16724057.0762959,"CIA TECIDOS NORTE DE MINAS COTEMINAS",3158,0
"23.096.269/0001-19",2021-01-01,105956,2,"ON",7015027713.77138,NA,NA,0
"23.096.269/0001-19",2021-01-01,105956,2,"PN",0,NA,NA,0
"23.236.821/0001-27",2021-01-01,105482,1,"ON",0,NA,NA,0
"23.236.821/0001-27",2021-01-01,105482,1,"PN",0,NA,NA,0
"23.373.000/0001-32",2021-01-01,105366,1,"ON",228102181.818182,"VAMOS LOCAÃ‡ÃƒO DE CAMINHÃ•ES, MÃQUINAS E EQUIPAMENTOS S.A.",24716,0
"23.373.000/0001-32",2021-01-01,105366,1,"PN",0,"VAMOS LOCAÃ‡ÃƒO DE CAMINHÃ•ES, MÃQUINAS E EQUIPAMENTOS S.A.",24716,0
"23.438.929/0001-00",2021-01-01,105493,1,"ON",0,NA,NA,0
"23.438.929/0001-00",2021-01-01,105493,1,"PN",0,NA,NA,0
"24.230.275/0001-80",2021-01-01,106009,2,"ON",204253099.904618,NA,NA,0
"24.230.275/0001-80",2021-01-01,106009,2,"PN",0,NA,NA,0
"24.396.489/0001-20",2021-01-01,105571,1,"ON",2646299063.33333,"BRK AMBIENTAL PARTICIPAÃ‡Ã•ES S.A.",24830,0
"24.396.489/0001-20",2021-01-01,105571,1,"PN",0,"BRK AMBIENTAL PARTICIPAÃ‡Ã•ES S.A.",24830,0
"24.624.490/0001-65",2021-01-01,105454,1,"ON",5e+08,"ARGO TRANSMISSÃƒO DE ENERGIA S/A",24210,0
"24.624.490/0001-65",2021-01-01,105454,1,"PN",0,"ARGO TRANSMISSÃƒO DE ENERGIA S/A",24210,0
"24.624.551/0001-94",2021-01-01,105447,1,"ON",0,"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÃ‡Ã•ES S/A",24120,0
"24.624.551/0001-94",2021-01-01,105447,1,"PN",0,"ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÃ‡Ã•ES S/A",24120,0
"24.962.466/0001-36",2021-01-01,105682,1,"ON",1189412364.6272,"RUMO MALHA NORTE S.A.",15300,0
"24.962.466/0001-36",2021-01-01,105682,1,"PN",1189412340.94211,"RUMO MALHA NORTE S.A.",15300,0
"24.990.777/0001-09",2021-01-01,105500,1,"ON",2209296014.28571,NA,NA,0
"24.990.777/0001-09",2021-01-01,105500,1,"PN",0,NA,NA,0
"25.005.683/0001-09",2021-01-01,104853,1,"ON",0,"VERT COMPANHIA SECURITIZADORA",23990,0
"25.005.683/0001-09",2021-01-01,104853,1,"PN",0,"VERT COMPANHIA SECURITIZADORA",23990,0
"25.089.509/0001-83",2021-01-01,105380,1,"ON",0,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS",23809,0
"25.089.509/0001-83",2021-01-01,105380,1,"PN",5e+05,"COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS",23809,0
"25.249.439/0001-83",2021-01-01,103214,2,"ON",0,NA,NA,0
"25.249.439/0001-83",2021-01-01,103214,2,"PN",0,NA,NA,0
"26.462.693/0001-28",2021-01-01,105864,2,"ON",214626760.530924,NA,NA,0
"26.462.693/0001-28",2021-01-01,105864,2,"PN",0,NA,NA,0
"26.609.050/0001-64",2021-01-01,105181,1,"ON",0,"TRAVESSIA SECURITIZADORA S/A",24082,0
"26.609.050/0001-64",2021-01-01,105181,1,"PN",0,"TRAVESSIA SECURITIZADORA S/A",24082,0
"26.659.061/0001-59",2021-01-01,105135,1,"ON",244235564.758821,NA,NA,0
"26.659.061/0001-59",2021-01-01,105135,1,"PN",0,NA,NA,0
"26.664.057/0001-89",2021-01-01,104830,1,"ON",580628065,"ENTREVIAS CONCESSIONÃRIA DE RODOVIAS S.A.",24341,0
"26.664.057/0001-89",2021-01-01,104830,1,"PN",0,"ENTREVIAS CONCESSIONÃRIA DE RODOVIAS S.A.",24341,0
"26.735.020/0001-02",2021-01-01,105401,1,"ON",89654070.6444314,NA,NA,0
"26.735.020/0001-02",2021-01-01,105401,1,"PN",0,NA,NA,0
"26.845.702/0001-60",2021-01-01,105604,1,"ON",0,"EQUATORIAL TRANSMISSORA 7 SPE S.A.",24457,0
"26.845.702/0001-60",2021-01-01,105604,1,"PN",0,"EQUATORIAL TRANSMISSORA 7 SPE S.A.",24457,0
"27.093.558/0001-15",2021-01-01,105096,1,"ON",252168874.76571,"MILLS ESTRUTURAS E SERVIÃ‡OS DE ENGENHARIA S.A.",22012,0
"27.093.558/0001-15",2021-01-01,105096,1,"PN",0,"MILLS ESTRUTURAS E SERVIÃ‡OS DE ENGENHARIA S.A.",22012,0
"27.137.879/0001-74",2021-01-01,104887,1,"ON",0,"COMPANHIA SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS CARTÃ•ES CONSIGNADOS BMG",24147,0
"27.137.879/0001-74",2021-01-01,104887,1,"PN",0,"COMPANHIA SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS CARTÃ•ES CONSIGNADOS BMG",24147,0
"27.157.474/0001-06",2021-01-01,104915,1,"ON",0,NA,NA,0
"27.157.474/0001-06",2021-01-01,104915,1,"PN",0,NA,NA,0
"27.956.690/0001-03",2021-01-01,105019,1,"ON",0,"FELCAR  SECURITIZADORA S/A",24333,0
"27.956.690/0001-03",2021-01-01,105019,1,"PN",0,"FELCAR  SECURITIZADORA S/A",24333,0
"27.967.244/0001-02",2021-01-01,105610,1,"ON",0,"EQUATORIAL TRANSMISSORA 8 SPE S.A.",24481,0
"27.967.244/0001-02",2021-01-01,105610,1,"PN",0,"EQUATORIAL TRANSMISSORA 8 SPE S.A.",24481,0
"28.019.100/0001-89",2021-01-01,105218,1,"ON",0,NA,NA,0
"28.019.100/0001-89",2021-01-01,105218,1,"PN",0,NA,NA,0
"28.127.603/0001-78",2021-01-01,105205,1,"ON",231329278.703866,"BANESTES S.A. - BCO EST ESPIRITO SANTO",1155,0
"28.127.603/0001-78",2021-01-01,105205,1,"PN",84583590.9911415,"BANESTES S.A. - BCO EST ESPIRITO SANTO",1155,0
"28.152.650/0001-71",2021-01-01,105892,2,"ON",5876012,"EDP ESPIRITO SANTO DISTRIBUIÃ‡ÃƒO DE ENERGIA S.A.",15342,0
"28.152.650/0001-71",2021-01-01,105892,2,"PN",0,"EDP ESPIRITO SANTO DISTRIBUIÃ‡ÃƒO DE ENERGIA S.A.",15342,0
"28.195.667/0001-06",2021-01-01,105032,1,"ON",0,"BCO ABC BRASIL S.A.",20958,0
"28.195.667/0001-06",2021-01-01,105032,1,"PN",112644643.31776,"BCO ABC BRASIL S.A.",20958,0
"28.201.130/0001-01",2021-01-01,106037,2,"ON",0,"ENERGISA TRANSMISSÃƒO DE ENERGIA S/A",24589,0
"28.201.130/0001-01",2021-01-01,106037,2,"PN",0,"ENERGISA TRANSMISSÃƒO DE ENERGIA S/A",24589,0
"28.442.718/0001-57",2021-01-01,105480,1,"ON",0,"RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS",24368,0
"28.442.718/0001-57",2021-01-01,105480,1,"PN",0,"RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS",24368,0
"28.925.264/0001-75",2021-01-01,105234,1,"ON",0,"COMPANHIA ENERGÃ‰TICA JAGUARA",24422,0
"28.925.264/0001-75",2021-01-01,105234,1,"PN",0,"COMPANHIA ENERGÃ‰TICA JAGUARA",24422,0
"28.942.127/0001-49",2021-01-01,105236,1,"ON",0,"COMPANHIA ENERGÃ‰TICA MIRANDA",24430,0
"28.942.127/0001-49",2021-01-01,105236,1,"PN",0,"COMPANHIA ENERGÃ‰TICA MIRANDA",24430,0
"29.088.092/0001-95",2021-01-01,105532,1,"ON",0,"ROMAXIS SECURITIZADORA S.A.",24686,0
"29.088.092/0001-95",2021-01-01,105532,1,"PN",0,"ROMAXIS SECURITIZADORA S.A.",24686,0
"29.780.061/0001-09",2021-01-01,105479,1,"ON",57737319.4556428,"SAO CARLOS EMPREEND E PARTICIPACOES S.A.",13781,0
"29.780.061/0001-09",2021-01-01,105479,1,"PN",0,"SAO CARLOS EMPREEND E PARTICIPACOES S.A.",13781,0
"29.894.663/0001-89",2021-01-01,105117,1,"ON",17100,"CONSIGNADOS I COMPANHIA SECURITIZADORA CRÃ‰DITOS FINANCEIROS",24899,0
"29.894.663/0001-89",2021-01-01,105117,1,"PN",0,"CONSIGNADOS I COMPANHIA SECURITIZADORA CRÃ‰DITOS FINANCEIROS",24899,0
"29.950.060/0001-57",2021-01-01,104909,1,"ON",0,"NORTEC QUÃMICA S.A.",22985,0
"29.950.060/0001-57",2021-01-01,104909,1,"PN",0,"NORTEC QUÃMICA S.A.",22985,0
"29.978.814/0001-87",2021-01-01,105815,2,"ON",640341532.839922,"SUL AMERICA S.A.",21121,0
"29.978.814/0001-87",2021-01-01,105815,2,"PN",637192282.794721,"SUL AMERICA S.A.",21121,0
"30.213.493/0001-09",2021-01-01,104126,2,"ON",0,NA,NA,0
"30.213.493/0001-09",2021-01-01,104126,2,"PN",0,NA,NA,0
"30.219.233/0001-40",2021-01-01,104892,1,"ON",0,"COMPANHIA SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS VERT-REBEL",24511,0
"30.219.233/0001-40",2021-01-01,104892,1,"PN",0,"COMPANHIA SECURITIZADORA DE CRÃ‰DITOS FINANCEIROS VERT-REBEL",24511,0
"30.306.294/0001-45",2021-01-01,105850,5,"ON",1961109952.1934,"BCO BTG PACTUAL S.A.",22616,0
"30.306.294/0001-45",2021-01-01,105850,5,"PN",1067704530.96818,"BCO BTG PACTUAL S.A.",22616,0
"30.418.658/0001-89",2021-01-01,105017,1,"ON",0,"COMPANHIA SECURITIZADORA DE CRÃ‰D. FINANCEIROS VERT-NEXOOS",24520,0
"30.418.658/0001-89",2021-01-01,105017,1,"PN",0,"COMPANHIA SECURITIZADORA DE CRÃ‰D. FINANCEIROS VERT-NEXOOS",24520,0
"30.540.991/0001-66",2021-01-01,103566,2,"ON",3966667.02718299,"HAGA S.A. INDUSTRIA E COMERCIO",13366,0
"30.540.991/0001-66",2021-01-01,103566,2,"PN",7933333.06660292,"HAGA S.A. INDUSTRIA E COMERCIO",13366,0
"30.545.324/0001-76",2021-12-31,105179,1,"ON",0,NA,NA,0
"30.545.324/0001-76",2021-12-31,105179,1,"PN",0,NA,NA,0
"30.723.886/0001-62",2021-01-01,103334,2,"ON",412570150.605281,NA,NA,0
"30.723.886/0001-62",2021-01-01,103334,2,"PN",291632957.858997,NA,NA,0
"30.788.149/0001-48",2021-01-01,104985,1,"ON",0,"GUARDIAN COMPANHIA SECURITIZADORA",24562,0
"30.788.149/0001-48",2021-01-01,104985,1,"PN",0,"GUARDIAN COMPANHIA SECURITIZADORA",24562,0
"31.001.230/0001-07",2021-01-01,105083,1,"ON",0,"CELEO REDES TRANSMISSÃƒO DE ENERGIA S.A.",24597,0
"31.001.230/0001-07",2021-01-01,105083,1,"PN",0,"CELEO REDES TRANSMISSÃƒO DE ENERGIA S.A.",24597,0
"31.468.139/0001-98",2021-01-01,104692,1,"ON",20000,"CASA DE PEDRA SECURITIZADORA DE CREDITO S/A",24643,0
"31.468.139/0001-98",2021-01-01,104692,1,"PN",0,"CASA DE PEDRA SECURITIZADORA DE CREDITO S/A",24643,0
"31.553.627/0001-01",2021-01-01,105535,1,"ON",106479264.49449,NA,NA,0
"31.553.627/0001-01",2021-01-01,105535,1,"PN",0,NA,NA,0
"31.701.408/0001-14",2021-01-01,103908,2,"ON",419538237.200259,NA,NA,0
"31.701.408/0001-14",2021-01-01,103908,2,"PN",0,NA,NA,0
"31.907.982/0001-23",2021-01-01,105014,1,"ON",0,"FILADÃ‰LFIA SECURITIZADORA S/A",24732,0
"31.907.982/0001-23",2021-01-01,105014,1,"PN",0,"FILADÃ‰LFIA SECURITIZADORA S/A",24732,0
"32.161.500/0001-00",2021-01-01,105169,1,"ON",0,NA,NA,0
"32.161.500/0001-00",2021-01-01,105169,1,"PN",0,NA,NA,0
"32.372.085/0001-25",2021-01-01,105355,1,"ON",0,"COBUCCIO SECURITIZADORA DE CRÃ‰DITOS S.A.",24724,0
"32.372.085/0001-25",2021-01-01,105355,1,"PN",0,"COBUCCIO SECURITIZADORA DE CRÃ‰DITOS S.A.",24724,0
"32.681.371/0001-72",2021-01-01,105123,1,"ON",84708037.2250423,"VIX LOGÃSTICA S/A",21202,0
"32.681.371/0001-72",2021-01-01,105123,1,"PN",0,"VIX LOGÃSTICA S/A",21202,0
"32.770.457/0001-71",2021-01-01,105002,1,"ON",0,NA,NA,0
"32.770.457/0001-71",2021-01-01,105002,1,"PN",0,NA,NA,0
"32.785.497/0001-97",2021-01-01,105457,1,"ON",1376648773.23177,"NATURA &CO HOLDING S.A.",24783,0
"32.785.497/0001-97",2021-01-01,105457,1,"PN",0,"NATURA &CO HOLDING S.A.",24783,0
"33.000.167/0001-01",2021-01-01,105852,2,"ON",7442454101.07067,"PETROLEO BRASILEIRO S.A. PETROBRAS",9512,0
"33.000.167/0001-01",2021-01-01,105852,2,"PN",5602042798.05512,"PETROLEO BRASILEIRO S.A. PETROBRAS",9512,0
"33.014.556/0001-96",2021-01-01,105521,1,"ON",659310926.793129,"LOJAS AMERICANAS S.A.",8087,0
"33.014.556/0001-96",2021-01-01,105521,1,"PN",1225996799.48563,"LOJAS AMERICANAS S.A.",8087,0
"33.035.536/0001-00",2021-01-01,105210,1,"ON",105203975.549887,"JOAO FORTES ENGENHARIA S.A.",7811,0
"33.035.536/0001-00",2021-01-01,105210,1,"PN",0,"JOAO FORTES ENGENHARIA S.A.",7811,0
"33.040.601/0001-87",2021-01-01,105605,1,"ON",10178447.5806452,"MERCANTIL BRASIL FINANC S.A. C.F.I.",8540,0
"33.040.601/0001-87",2021-01-01,105605,1,"PN",7829122.67080745,"MERCANTIL BRASIL FINANC S.A. C.F.I.",8540,0
"33.041.260/0652-90",2021-01-01,105775,2,"ON",1597354104.06413,"VIA VAREJO S.A.",6505,0
"33.041.260/0652-90",2021-01-01,105775,2,"PN",0,"VIA VAREJO S.A.",6505,0
"33.042.730/0001-04",2021-01-01,105989,2,"ON",1387530325.28403,"CIA SIDERURGICA NACIONAL",4030,0
"33.042.730/0001-04",2021-01-01,105989,2,"PN",0,"CIA SIDERURGICA NACIONAL",4030,0
"33.050.071/0001-58",2021-01-01,105883,3,"ON",166634312.973079,"AMPLA ENERGIA E SERVICOS S.A.",3050,0
"33.050.071/0001-58",2021-01-01,105883,3,"PN",0,"AMPLA ENERGIA E SERVICOS S.A.",3050,0
"33.050.196/0001-88",2021-01-01,104861,1,"ON",0,"CIA PAULISTA DE FORCA E LUZ",3824,0
