"";"CD_CVM";"DENOM_SOCIAL";"DENOM_COMERC";"SETOR_ATIV";"PF_PJ";"CNPJ";"DT_REG";"DT_CONST";"DT_CANCEL";"MOTIVO_CANCEL";"SIT_REG";"DT_INI_SIT";"SIT_EMISSOR";"DT_INI_SIT_EMISSOR";"CATEG_REG";"DT_INI_CATEG";"AUDITOR";"CNPJ_AUDITOR";"TP_ENDER";"LOGRADOURO";"COMPL";"BAIRRO";"CIDADE";"UF";"PAIS";"CD_POSTAL";"TEL";"FAX";"EMAIL";"TP_RESP";"RESP";"DT_INI_RESP";"LOGRADOURO_RESP";"COMPL_RESP";"BAIRRO_RESP";"CIDADE_RESP";"UF_RESP";"PAIS_RESP";"CEP_RESP";"TEL_RESP";"FAX_RESP";"EMAIL_RESP";"TP_MERC";"cnpj_number"
"576";20966;"SPRINGS GLOBAL PARTICIPAÇÕES S/A";"SPRINGS GLOBAL";"Emp. Adm. Part. - Têxtil e Vestuário";"PJ";"7718269000157";"25/07/2007";"24/11/2005";NA;NA;"ATIVO";"25/07/2007";"FASE OPERACIONAL";"25/07/2007";"Categoria A";"01/01/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Av. Lincoln Alves dos Santos";"955";"Distrito Industrial";"MONTES CLAROS";"MG";"BRASIL";NA;"(38) 40095000";"(38) 40095070";"joao.bomfim@coteminas.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALESSANDRA ELOY GADELHA";"01/12/2015";"AVENIDA PAULISTA 1754";"2 SOBRELOJA";"CERQUEIRA CÉSAR";"SÃO PAULO";"SP";NA;1310200;"(11) 21454476";"(11) 21454581";"ALESSANDRA.GADELHA@SPRINGS.COM";"BOLSA";7718269000157
"577";24201;"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";"STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS";"Máquinas, Equipamentos, Veículos e Peças";"PJ";"91495499000100";"18/09/2017";"09/12/1960";NA;NA;"ATIVO";"18/09/2017";"FASE OPERACIONAL";"10/10/2016";"Categoria A";"18/09/2017";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Avenida Stara 519";NA;"Stara";"NÃO-ME-TOQUE";"RS";"BRASIL";NA;"(54) 33322800";"(54) 33322800";"ricardo@stara.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RICARDO EBER DIAZ";"15/09/2016";"AVENIDA STARA, 519";NA;"STARA";"NÃO-ME-TOQUE";"RS";NA;99470000;"(54) 33322800";"(54) 33322800";"ricardo@stara.com.br";NA;91495499000100
"578";22594;"STATKRAFT ENERGIAS RENOVÁVEIS S.A.";"DESENVIX ENERGIAS RENOVÁVEIS SA";"Energia Elétrica";"PJ";"622416000141";"19/09/2011";"19/05/1995";NA;NA;"ATIVO";"19/09/2011";"FASE OPERACIONAL";"19/09/2011";"Categoria A";"19/09/2011";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Av. Pref. Osmar Cunha";"416, 10°andar";"Centro";"FLORIANÓPOLIS";"SC";"BRASIL";NA;"(48) 38777100";"(48) 38777101";"ri@desenvix.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LEOZE LOBO MAIA JUNIOR";"03/05/2017";"AV. OSMAR CUNHA, 416";"10º ANDAR";"CENTRO";"FLORIANÓPOLIS";"SC";NA;88015100;"(048) 38777109";"(048) 38777101";"ri@statkraft.com";"BOLSA";622416000141
"579";16586;"SUDESTE SA";"SUDESTE S.A.";"Emp. Adm. Part. - Sem Setor Principal";"PJ";"2062747000108";"10/11/1997";"22/07/1997";NA;NA;"ATIVO";"10/11/1997";"FASE OPERACIONAL";"31/08/2003";"Categoria A";"01/01/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Av. Presidente Wilson, nº 231";"28º andar (parte)";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 38043700";"(21) 38043480";"gar@opportunity.com.br.";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARIA AMALIA DELFIM DE MELO COUTRIM";"07/05/2018";"AV PRESIDENTE WILSON 231";"28º ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20030905;"(021) 38043700";"(0) 0";"GAR@OPPORTUNITY.COM.BR";"BALCÃO ORGANIZADO";2062747000108
"580";23957;"SUGOI S.A.";"SUGOI INCORPORADORA E CONSTRUTORA S.A.";"Construção Civil, Mat. Constr. e Decoração";"PJ";"13584310000142";"19/07/2016";"19/04/2011";NA;NA;"ATIVO";"19/07/2016";"FASE OPERACIONAL";"06/05/2016";"Categoria A";"19/07/2016";"CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES";22985155000167;"SEDE";"Avenida Chedid Jafet, nº 222, Bloco C";"5º andar Cj. 52";"Vila Olímpia";"SÃO PAULO";"SP";"BRASIL";NA;"(011) 59046400";NA;"ri@sugoiincorporadora.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FELIPE TAVARES DE BARROS";"26/06/2017";"AV. CHEDID JAFET";"222";"VILA OLIMPIA";"ACRELÂNDIA";"AC";NA;4551065;"(11) 59046400";"(0) 0";"ri@sugoisa.com.br";NA;13584310000142
"581";16438;"SUL 116 PARTICIPAÇÕES S.A.";"OPPORTUNITY SUL S.A.";"Emp. Adm. Part. - Telecomunicações";"PJ";"1957772000189";"03/09/1997";"05/06/1997";NA;NA;"ATIVO";"03/09/1997";"FASE OPERACIONAL";"03/09/1997";"Categoria A";"01/01/2010";"DIRECTA AUDITORES";11245719000109;"SEDE";"Avenida Rio Branco, nº 311";"Sala 523 (parte)";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 21967200";"(21) 21967201";"alberto.guth@angrapartners.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALBERTO RIBEIRO GUTH";"01/08/2011";"AVENIDA RIO BRANCO, Nº 311";"SALA 523 (PARTE)";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20040903;"(21) 21967200";"(21) 21967201";"alberto.guth@angrapartners.com.br";"BALCÃO ORGANIZADO";1957772000189
"582";21121;"SUL AMERICA S/A";"SUL AMERICA S/A";"Emp. Adm. Part. - Seguradoras e Corretoras";"PJ";"29978814000187";"03/10/2007";"13/03/1978";NA;NA;"ATIVO";"03/10/2007";"FASE OPERACIONAL";"03/10/2007";"Categoria A";"01/01/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Rua Beatriz Larragoiti Lucas";"n° 121, parte";"Cidade Nova";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 25069111";"(21) 25068005";"ri@sulamerica.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RICARDO BOTTAS DOURADO DOS SANTOS";"18/08/2017";"RUA BEATRIZ LARRAGOITI LUCAS";"Nº121, 6°ANDAR";"CIDADE NOVA";"RIO DE JANEIRO";"RJ";NA;20211903;"(021) 25069111";"(021) 25068659";"ri@sulamerica.com.br";"BOLSA";29978814000187
"583";9067;"SUZANO HOLDING S.A.";"SUZANO HOLDING S.A.";"Emp. Adm. Part. - Papel e Celulose";"PJ";"60651809000105";"11/03/1982";"26/02/1954";NA;NA;"ATIVO";"11/03/1982";"FASE OPERACIONAL";"11/03/1982";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"AV. BRIGADEIRO FARIA LIMA, 1355";"9º ANDAR (PARTE)";"JARDIM PAULISTANO";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 35039320";NA;"cecilian@suzano.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ORLANDO DE SOUZA DIAS";"31/07/2008";"AV. BRIGADEIRO FARIA LIMA,1355";"10º ANDAR";"JARDIM PAULISTANO";"SÃO PAULO";"SP";NA;1452919;"(11) 35039320";NA;"odias@suzano.com.br";"BOLSA";60651809000105
"584";13986;"SUZANO S.A.";"SUZANO PAPEL E CELULOSE SA";"Papel e Celulose";"PJ";"16404287000155";"15/04/1992";"08/12/1987";NA;NA;"ATIVO";"15/04/1992";"FASE OPERACIONAL";"15/04/1992";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Av. Professor Magalhães Neto,1752 - 10º andar";"salas 1010 e 1011";"Pituba";"SALVADOR";"BA";"BRASIL";NA;"(11) 35039061";"(11) 35039046";"camila.nogueira@suzano.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCELO FERIOZZI BACCI";"13/03/2014";"AV BRIGADEIRO FARIA LIMA, 1355";"8º ANDAR";"PINHEIROS";"SÃO PAULO";"SP";NA;1452919;"(11) 35039330";"(11) 35039046";"ri@suzano.com.br";"BOLSA";16404287000155
"585";22454;"T4F ENTRETENIMENTO SA";"T4F ENTRETENIMENTO SA";"Brinquedos e Lazer";"PJ";"2860694000162";"11/04/2011";"18/11/1998";NA;NA;"ATIVO";"11/04/2011";"FASE OPERACIONAL";"11/04/2011";"Categoria A";"11/04/2011";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Avenida das Nações Unidas, 17.955";"-";"Santo Amaro";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 35761200";"(11) 35761280";"ri@t4f.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FERNANDO LUIZ ALTERIO";"12/01/2019";"AVENIDA DAS NAÇÕES UNIDAS";"17.955";"SANTO AMARO";"SÃO PAULO";"SP";NA;4795100;"(011) 35761200";"(011) 35761280";"ri@t4f.com.br";"BOLSA";2860694000162
"586";6173;"TAURUS ARMAS S.A.";"TAURUS ARMAS S.A.";"Metalurgia e Siderurgia";"PJ";"92781335000102";"02/03/1982";NA;NA;NA;"ATIVO";"02/03/1982";"FASE OPERACIONAL";"02/03/1982";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"AVENIDA SãO BORJA";"2181/PRéDIO A";"DISTRITO INDUSTRIAL";"SÃO LEOPOLDO";"RS";NA;NA;"(51) 30213000";"(51) 30213174";"ri@taurus.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SERGIO CASTILHO SGRILLO FILHO";"02/04/2018";"AV. SÃO BORJA";"2181/PRÉDIO A";"FAZENDA SÃO BORJA";"SÃO LEOPOLDO";"RS";NA;93035411;"(51) 30213000";"(51) 30213147";"sergio.sgrillo@taurus.com.br";"BOLSA";92781335000102
"587";24066;"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.";"TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.";"Serviços Transporte e Logística";"PJ";"12919786000124";"27/10/2016";"27/10/2010";NA;NA;"ATIVO";"27/10/2016";"FASE OPERACIONAL";"08/08/2016";"Categoria B";"08/08/2016";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Av. Portuária, s/nº";"Porto";"Dom Pedro II";"PARANAGUÁ";"PR";"BRASIL";NA;"(41) 21525800";"(41) 21525800";"ri@tcp.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALEXANDRE RUBIO TEIXEIRA PINTO";"15/07/2016";"AV. DO BATEL, 1.750";"2º ANDAR - CJ. 219";"BATEL";"CURITIBA";"PR";NA;80240090;"(41) 21525800";"(41) 21525800";"ri@tcp.com.br";NA;12919786000124
"588";11215;"TECBLU - TECELAGEM BLUMENAU S/A.";"TECBLU";"Têxtil e Vestuário";"PJ";"8424178000171";"28/04/1971";NA;NA;NA;"ATIVO";"28/04/1971";"PARALISADA";"03/07/2008";"Categoria A";"01/01/2010";"AUDIMEC AUDITORES INDEPENDENTES S/S - EPP";11254307000135;"SEDE";"ROD. BR 101, KM 15";NA;"JARDIM BLUMENAU";"PARNAMIRIM";"RN";"BRASIL";NA;"(81) 38781200";"(81) 38781200";"diretoria@aguisa.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RUY MANUEL SIMOES DE CARVALHO TURZA FERREIRA";"16/04/2004";"RUA PADRE CARAPUCEIRO, 968";"EMP.Q.G.T.J.C./SL1";"BOA VIAGEM";"RECIFE";"PE";NA;51020280;"(81) 38781200";"(81) 38781200";"diretoria@aguisa.com.br";"BOLSA";8424178000171
"589";22519;"TECHNOS SA";"TECHNOS SA";"Comércio (Atacado e Varejo)";"PJ";"9295063000197";"28/06/2011";"21/11/2007";NA;NA;"ATIVO";"28/06/2011";"FASE OPERACIONAL";"28/06/2011";"Categoria A";"28/06/2011";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Avenida das Américas, nº 3434, 3º pavimento, salas 301 a 308";"Bloco 1";"Barra da Tijuca";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 21318963";"(21) 21318954";"ri@grupotechnos.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DANIELA DE CAMPOS PIRES DENNE";"31/07/2014";"AVENIDA DAS AMÉRICAS";"443 SALA 101-105";"BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";NA;22631003;"(21) 21318909";"(21) 21318954";"ri@grupotechnos.com.br";NA;9295063000197
"590";20435;"TECNISA S/A";"TECNISA S/A";"Construção Civil, Mat. Constr. e Decoração";"PJ";"8065557000112";"09/01/2007";"22/05/2006";NA;NA;"ATIVO";"09/01/2007";"FASE OPERACIONAL";"09/01/2007";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AVENIDA BRIGADEIRO FARIA LIMA,";"3.729/1º ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 37081162";"(11) 30828822";"RI@tecnisa.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FLÁVIO VIDIGAL DE CAPUA";"13/11/2012";"AV. BRIG. FARIA LIMA, 3.429";"1° ANDAR";"ITAIM BIBI";"SÃO PAULO";"SP";NA;4538133;"(11) 37081162";"(11) 30828822";"ri@tecnisa.com.br";"BOLSA";8065557000112
"591";11207;"TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL";"TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL";"Construção Civil, Mat. Constr. e Decoração";"PJ";"33111246000190";"20/07/1977";"01/01/1957";NA;NA;"ATIVO";"14/10/2019";"EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE";"29/08/2012";"Categoria A";"01/01/2010";"AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S";42165506000109;"SEDE";"RUA CONEGO FELIPE";"219";"TAQUARA";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 35139928";"(21) 35139998";"andrecamacho@tecnosolo.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LEONARDO CAVALCANTI DE MORAES CAMACHO";"27/05/2017";"AV. PREF. DULCIDIO CARDOSO";"424 BL A APTO 106";"BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";NA;20220311;"(21) 35139999";"(21) 34139998";"d.r.i@tecnosolo.com.br";"BOLSA";33111246000190
"592";20800;"TEGMA GESTÃO LOGÍSTICA SA";"TEGMA GESTÃO LOGÍSTICA SA";"Serviços Transporte e Logística";"PJ";"2351144000118";"28/06/2007";"05/01/1998";NA;NA;"ATIVO";"28/06/2007";"FASE OPERACIONAL";"28/06/2007";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Av. Nicola Demarchi, 2000";NA;"Demarchi";"SÃO BERNARDO DO CAMPO";"SP";"BRASIL";NA;"(11) 43462500";"(11) 43979220";"ri@tegma.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RAMÓN PÉREZ ARIAS FILHO";"25/06/2015";"AV NICOLA DEMARCHI, 2000";NA;"BOTUJURU";"SÃO BERNARDO DO CAMPO";"SP";NA;9820655;"(11) 43462532";"(11) 43979220";"ri@tegma.com.br";"BOLSA";2351144000118
"593";11223;"TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL";"TEKA S.A.";"Têxtil e Vestuário";"PJ";"82636986000155";"04/12/1969";"06/04/1935";NA;NA;"ATIVO";"04/12/1969";"EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE";"26/10/2012";"Categoria A";"01/01/2010";"NEXT AUDITORES INDEPENDENTES S/S";19280834000126;"SEDE";"Rua Paulo Kuehnrich, 68";NA;"Itoupava Norte";"BLUMENAU";"SC";"BRASIL";NA;"(47) 33215000";"(47) 33215770";"diretoria@teka.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FABIANE PAULA ESVICERO";"30/08/2018";"RUA PAULO KUEHNRICH";"Nº 68";"ITOUPAVA NORTE";"BLUMENAU";NA;NA;89052900;"(47) 33215010";"(47) 33215750";"diretoria@teka.com.br";"BOLSA";82636986000155
"594";11231;"TEKNO S.A. INDÚSTRIA E COMÉRCIO";"TEKNO";"Emp. Adm. Part. - Metalurgia e Siderurgia";"PJ";"33467572000134";"20/07/1977";"01/01/1939";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Alfredo Mário Pizzotti, 51";"4º andar";"Vila Guilerme";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 29036000";"(11) 29036004";"tekno@tekno.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOSÉ MARIA DE CAMPOS MAIA NETTO";"06/05/2014";"ROD. PREF.ARIST VIEIRA VILELA";"2905 - KM 181,2";"VILA SÃO JOSÉ";"GUARATINGUETÁ";"SP";NA;12522010;"(12) 31285035";"(12) 31285000";"netto.maia@tekno.com.br";"BOLSA";33467572000134
"595";11258;"TELEC. BRASILEIRAS S.A. - TELEBRÁS";"TELEBRAS";"Telecomunicações";"PJ";"336701000104";"21/01/1981";"09/11/1972";NA;NA;"ATIVO";"21/01/1981";"FASE OPERACIONAL";"21/01/1981";"Categoria A";"01/01/2010";"RUSSELL BEDFORD BRASIL AUDITORES INDEPENDENTES S/S";13098174000180;"SEDE";"SIG QUADRA 4 LOTES 075,083,125 E175, BLOCO A SALA 211 A 224";"PLANO PILOTO";"SIG";"BRASÍLIA";"DF";"BRASIL";NA;"(61) 20271201";"(61) 20271881";"paulo.ferreira@telebras.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOSÉ MARIA JUNQUEIRA SAMPAIO MEIRELLES";"01/03/2019";"SIG QUADRA 4 LOTES 075,083,";"125 E175, BLOCO A";"ASA SUL";"BRASÍLIA";"DF";NA;70640440;"(61) 20271208";"(61) 20271207";"dri@telebras.com.br";"BOLSA";336701000104
"596";17671;"TELEFÔNICA BRASIL S.A.";"TELEFÔNICA BRASIL";"Telecomunicações";"PJ";"2558157000162";"19/08/1998";"22/05/1998";NA;NA;"ATIVO";"19/08/1998";"FASE OPERACIONAL";"19/08/1998";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"Av Engenheiro Luis Carlos Berrini, 1376";"32º andar";"Cidade Monções";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 34303687";"(11) 55051355";"ri.telefonicabr@telefonica.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DAVID MELCON SANCHEZ-FRIERA";"08/04/2016";"AV ENG. LUIS C. BERRINI";"1376/32º AND";"CIDADE MONÇÕES";"SÃO PAULO";"SP";NA;4571936;"(11) 34303687";"(11) 55051355";"ir.br@telefonica.com";"BOLSA";2558157000162
"597";23329;"TERMELÉTRICA PERNAMBUCO III S.A.";NA;"Energia Elétrica";"PJ";"10502676000137";"10/12/2013";"23/10/2008";NA;NA;"ATIVO";"17/07/2015";"FASE PRÉ-OPERACIONAL";"24/09/2013";"Categoria B";"24/09/2013";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Avenida Engenho D'Água";"s/nº, Lote 666";"Pau Ferro Zona Rural";"IGARASSU";"PE";"BRASIL";NA;"(51) 30258080";"(51) 30258046";"ri@utepeiii.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"EMILIANO FURLAN STIPANICIC SPYER";"11/04/2018";"AV. BRIGADEIRO FARIA LIMA,3900";"CONJ. 601";"ITAIM BIBI";"SÃO PAULO";NA;NA;4538132;"(011) 42303855";"(011) 42303855";"ri@utepeiii.com.br";NA;10502676000137
"598";15407;"TERMINAIS PORT. DA PONTA DO FÉLIX S/A";"PONTA DO FÉLIX";"Serviços Transporte e Logística";"PJ";"85041333000111";"27/02/1996";"23/05/1996";NA;NA;"ATIVO";"27/02/1996";"FASE OPERACIONAL";"30/09/2002";"Categoria A";"01/01/2010";"MARTINELLI AUDITORES";79370466000139;"SEDE";"Rua Engenheiro Luiz Augusto de Leão Fonseca";"1520";"Itapema de Baixo";"ANTONINA";"PR";"BRASIL";NA;"(41) 34328000";"(41) 34328015";"pontadofelix@pontadofelix.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"DIRCEU CORREIA SOBRINHO";"17/04/2015";"AVENIDA PRUDENTE DE MORAIS";"255 - APTO 101";"MERCES";"CURITIBA";"PR";NA;80430234;"(41) 34328000";"(41) 34328015";"dirceu@tppf.com.br";"BOLSA";85041333000111
"599";18538;"TERMINAL GARAGEM MENEZES CORTES SA";"TGMC";"Serviços Transporte e Logística";"PJ";"2664042000152";"17/01/2000";"23/06/1998";NA;NA;"ATIVO";"17/01/2000";"FASE OPERACIONAL";"17/01/2000";"Categoria A";"01/01/2010";"PREMIUMBRAVO AUDITORES INDEPENDENTES";7796259000130;"SEDE";"rua São José nr 35";"16 andar";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 25446667";"(21) 25445777";"erick@tgmc.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LUIZ FELIPE BARBERO GOULART PEREIRA";"17/01/2000";"RUA SAO JOSÉ, 35 - 16º ANDAR";NA;"CENTRO";"RIO DE JANEIRO";"RJ";"BRASIL";20010020;"(21) 25446667";"(21) 25445777";"mpereira@menezescortes.rio.br";"BALCÃO ORGANIZADO";2664042000152
"600";19852;"TERMOPERNAMBUCO SA";"TERMOPERNAMBUCO SA";"Energia Elétrica";"PJ";"3795050000109";"31/10/2005";"20/04/2000";NA;NA;"ATIVO";"31/10/2005";"FASE OPERACIONAL";"31/10/2005";"Categoria B";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Praia do Flamengo, 78";"10º andar";"Flamengo";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 32359824";"(21) 32359876";"sandro.franco@neoenergia.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARIO JOSE RUIZ-TAGLE LARRAIN";"28/07/2018";"PRAIA DO FLAMENGO 78";"10º ANDAR";"FLAMENGO";"RIO DE JANEIRO";"RJ";NA;22210904;"(21) 32359824";"(21) 32359876";"ri@neoenergia.com";"BALCÃO NÃO ORGANIZADO";3795050000109
"601";20354;"TERRA SANTA AGRO S.A.";"TERRA SANTA AGRO S.A.";"Agricultura (Açúcar, Álcool e Cana)";"PJ";"5799312000120";"09/11/2006";"18/07/2003";NA;NA;"ATIVO";"09/11/2006";"FASE OPERACIONAL";"09/11/2006";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Praça General Gentil Falcão";"108";"Cidade Monções";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 31373100";"(11) 31373114";"ri@tsagro.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOSÉ HUMBERTO PRATA TEODORO JÚNIOR";"30/04/2018";"PRAÇA GENERAL GENTIL FALCÃO";"108";"CIDADE MONÇÕES";"RIO DE JANEIRO";"RJ";NA;NA;"(11) 31373100";"(11) 31373114";"ri@tsagro.com";"BOLSA";5799312000120
"602";7544;"TÊXTIL RENAUXVIEW S/A";"RENAUXVIEW";"Têxtil e Vestuário";"PJ";"82982075000180";"11/08/1969";"24/04/1925";NA;NA;"ATIVO";"11/08/1969";"FASE OPERACIONAL";"11/08/1969";"Categoria A";"01/01/2010";"ACTUS AUDITORES INDEPENDENTES S/S";83794925000189;"SEDE";"Rua do Centenário, 215";"Casa";"Centro";"BRUSQUE";"SC";"BRASIL";NA;"(47) 32551000";"(47) 32551001";"marta@renauxview.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCIO LUIZ BERTOLDI";"06/01/2006";"RUA CENTENARIO, 201";NA;"CENTRO";"BRUSQUE";"SC";NA;88351020;"(47) 32551000";"(47) 32551001";"marcio@renauxview.com.br";NA;82982075000180
"603";24929;"TIM S.A.";"TIM S.A.";"Telecomunicações";"PJ";"2421421000111";"17/03/2020";"11/02/1998";NA;NA;"ATIVO";"17/03/2020";"FASE OPERACIONAL";"01/11/2019";"Categoria A";"01/11/2019";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"RUA FONSECA TELES, 18 A 30 BLOCO B";"3º PAVIMENTO";"SÃO CRISTOVÃO";"RIO DE JANEIRO";"RJ";NA;NA;"(021) 41094167";"(021) 41094542";"ri@timbrasil.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ADRIAN CALAZA";"01/10/2019";"AV JOÃO CABRAL MELO NETO, 850";"TORRE SUL  12º AND";"BARRA DA TIJUCA";"RIO DE JANEIRO";"RJ";NA;22775057;"(021) 41094167";"(021) 41094542";"ri@timbrasil.com.br";NA;2421421000111
"604";19992;"TOTVS S.A";"TOTVS S.A";"Comunicação e Informática";"PJ";"53113791000122";"07/03/2006";"01/01/1983";NA;NA;"ATIVO";"07/03/2006";"FASE OPERACIONAL";"07/03/2006";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AV. BRAZ LEME";"1000";"CASA VERDE";"SÃO PAULO";"SP";"BRASIL";NA;NA;NA;"ri@totvs.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GILSOMAR MAIA SEBASTIAO";"08/01/2014";"AV. BRAZ LEME, 1631";"2º ANDAR";"JARDIM SAO BENTO";"SÃO PAULO";"SP";NA;2511000;"(11) 20997105";"(11) 20997335";"ri@totvs.com.br";"BOLSA";53113791000122
"605";19330;"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.";"TPI";"Serviços Transporte e Logística";"PJ";"3014553000191";"05/12/2002";"11/01/1999";NA;NA;"ATIVO";"05/12/2002";"EM RECUPERAÇÃO EXTRAJUDICIAL";"03/11/2017";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Rua Olimpiadas, 205";"cj. 142/143";"Vila Olimpia";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 21693999";"(11) 21693969";"ri@triunfo.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLO ALBERTO BOTTARELLI";"28/02/2018";"R. OLIMPIADAS, 205";"CJ142/143";"VILA OLIMPIA";"SÃO PAULO";"SP";NA;4551000;"(011) 21693999";"(011) 21693969";"ri@triunfo.com";"BOLSA";3014553000191
